Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,Paga_Dividendos,Tamanio_Empresa,Valuacion_PE
CINF,Cincinnati Financial,Property & Casualty Insurance,173.17,8.176109,0.0217,21.18,149.6,194.81,26577793024.0,4365000192.0,1.904672,1.5934374,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF,Sí,Large Cap,Subvalorada
CTAS,Cintas,Diversified Support Services,199.52,40.63544,0.0104,4.91,161.16,219.87,79841837056.0,2994993920.0,7.0877523,15.532892,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS,Sí,Large Cap,Sobrevalorada
CSCO,Cisco,Communications Equipment,111.68,33.537537,0.015,3.33,65.75,130.37,440179425280.0,18626000896.0,6.951116,9.005725,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO,Sí,Large Cap (Mega),Sobrevalorada
C,Citigroup,Diversified Banks,139.33,15.014009,0.0192,9.28,90.68,147.96,233717268480.0,,2.8602564,1.2143319,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C,Sí,Large Cap (Mega),Neutral
CFG,Citizens Financial Group,Regional Banks,74.73,16.281046,0.0246,4.59,47.955,74.86,31474544640.0,,3.856702,1.3121808,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CFG,Sí,Large Cap,Neutral
CLX,Clorox,Household Products,105.7,21.975052,0.0473,4.81,84.7,128.9,12782407680.0,1140000000.0,1.902144,142.06989,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CLX,Sí,Large Cap,Neutral
CME,CME Group,Financial Exchanges & Data,269.8,22.883799,0.0193,11.79,218.31,329.16,97014480896.0,4771100160.0,14.357202,3.6550338,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME,Sí,Large Cap,Neutral
CMS,CMS Energy,Multi-Utilities,71.11,21.354355,0.0321,3.33,68.64,80.36,21967273984.0,3017999872.0,2.492599,2.3350737,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS,Sí,Large Cap,Neutral
KO,Coca-Cola Company (The),Soft Drinks & Non-alcoholic Beverages,87.71,26.33934,0.0242,3.33,65.35,90.92,377376571392.0,16997999616.0,7.528109,10.440424,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO,Sí,Large Cap (Mega),Neutral
CTSH,Cognizant,IT Consulting & Other Services,58.79,12.61588,0.0224,4.66,37.08,87.03,27807670272.0,4036000000.0,1.2848938,1.8374172,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH,Sí,Large Cap,Subvalorada
CL,Colgate-Palmolive,Household Products,91.95,36.200787,0.0228,2.54,74.55,99.33,73300033536.0,4983000064.0,3.4826834,310.64188,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL,Sí,Large Cap,Sobrevalorada
CMCSA,Comcast,Cable & Satellite,26.18,8.3910265,0.0504,3.12,21.28,32.86,92903309312.0,34072999936.0,0.7437977,1.0343329,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA,Sí,Large Cap,Subvalorada
CAG,Conagra Brands,Packaged Foods & Meats,15.62,,0.0784,-4.0,12.53,20.32,7475194880.0,1741600000.0,0.6626006,1.1757622,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG,Sí,Mid Cap,Sin P/E (Pérdidas)
COP,ConocoPhillips,Oil & Gas Exploration & Production,126.78,16.769842,0.0265,7.56,85.57,135.87,152305565696.0,26780000256.0,2.3628285,2.3306432,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP,Sí,Large Cap,Neutral
ED,Consolidated Edison,Multi-Utilities,108.8,17.894737,0.0323,6.08,94.96,116.23,40237359104.0,6161999872.0,2.274711,1.5642523,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED,Sí,Large Cap,Neutral
STZ,Constellation Brands,Distillers & Vintners,139.18,13.267874,0.0296,10.49,126.45,169.16,23772549120.0,3455800064.0,2.6248577,2.8907304,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ,Sí,Large Cap,Subvalorada
CEG,Constellation Energy,Electric Utilities,282.5,27.614859,0.006,10.23,228.63,412.7,100091838464.0,7952000000.0,3.2008903,3.1389236,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CEG,Sí,Large Cap,Neutral
COO,Cooper Companies (The),Health Care Supplies,76.17,64.55085,0.0,1.18,58.89,89.83,14855482368.0,886400000.0,3.5111043,1.8019019,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO,No,Large Cap,Sobrevalorada
CPRT,Copart,Diversified Support Services,31.61,19.633541,0.0,1.61,26.81,50.11,30450180096.0,1961246976.0,6.5641418,3.3354437,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPRT,No,Large Cap,Neutral
GLW,Corning Inc.,Electronic Components,165.99,76.49309,0.0067,2.17,63.37,271.78,142691287040.0,4084999936.0,8.411418,11.973599,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW,Sí,Large Cap,Sobrevalorada
CPAY,Corpay,Transaction & Payment Processing Services,417.6,25.386017,0.0,16.45,252.84,425.95,27419449344.0,2798278912.0,5.4614954,7.867963,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPAY,No,Large Cap,Neutral
CTVA,Corteva,Fertilizers & Agricultural Chemicals,76.68,46.47273,0.0094,1.65,60.535,90.97,51160592384.0,4275000064.0,2.8722541,2.0329275,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTVA,Sí,Large Cap,Sobrevalorada
CSGP,CoStar Group,Real Estate Services,32.38,179.88889,0.0,0.18,25.89,91.89,13120299008.0,394000000.0,3.6896229,1.6524625,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSGP,No,Large Cap,Sobrevalorada
COST,Costco,Consumer Staples Merchandise Retail,961.1,48.320763,0.0061,19.89,844.06,1096.5,426227466240.0,13790000128.0,1.4517927,25.781961,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST,Sí,Large Cap (Mega),Sobrevalorada
CRWD,CrowdStrike,Systems Software,216.95,,0.0,-0.02,85.68,227.5,220911337472.0,59319000.0,43.36527,47.67084,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CRWD,No,Large Cap (Mega),Sin P/E (Pérdidas)
CCI,Crown Castle,Telecom Tower REITs,75.98,31.012245,0.0561,2.45,69.72,104.61,32326105088.0,2689999872.0,7.768831,-9.898385,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI,Sí,Large Cap,Sobrevalorada
CSX,CSX Corporation,Rail Transportation,50.16,29.16279,0.0112,1.72,31.8,53.6,92920135680.0,6831000064.0,6.402986,6.5982633,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX,Sí,Large Cap,Neutral
CMI,Cummins,Construction Machinery & Heavy Transportation Equipment,631.26,32.256516,0.0139,19.57,389.52,737.76,87106985984.0,5020000256.0,2.5097091,6.764394,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI,Sí,Large Cap,Sobrevalorada
CVS,CVS Health,Health Care Services,97.16,25.635885,0.0274,3.79,69.4,110.68,124264767488.0,16679999488.0,0.30114207,1.5579251,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS,Sí,Large Cap,Neutral
DHI,D. R. Horton,Homebuilding,148.81,14.185891,0.0121,10.49,131.75,184.55,41622347776.0,4127399936.0,1.2480464,1.7538421,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI,Sí,Large Cap,Subvalorada
DHR,Danaher Corporation,Life Sciences Tools & Services,202.45,36.08734,0.0078,5.61,160.93,242.8,142319517696.0,8028000256.0,5.6685195,2.7063336,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR,Sí,Large Cap,Sobrevalorada
DRI,Darden Restaurants,Restaurants,225.26,21.597315,0.0272,10.43,169.0,229.76,25576415232.0,2115000064.0,1.9360085,11.640742,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI,Sí,Large Cap,Neutral
DVA,DaVita,Health Care Services,180.06,15.2722645,0.0,11.79,101.0,247.49,11557150720.0,2826204928.0,0.82494235,-15.051408,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA,No,Large Cap,Neutral
DECK,Deckers Brands,Footwear,93.09,13.241819,0.0,7.03,78.91,125.45,12677168128.0,1326978944.0,2.29356,5.52988,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DECK,No,Large Cap,Subvalorada
DE,Deere & Company,Agricultural & Farm Machinery,608.85,34.476215,0.0106,17.66,433.0,674.19,164454825984.0,8613999616.0,3.4741285,5.996927,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE,Sí,Large Cap,Sobrevalorada
DELL,Dell Technologies,"Technology Hardware, Storage & Peripherals",490.81,39.07723,0.0051,12.56,110.22,514.0,317133160448.0,14065000448.0,2.36663,-226.91168,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DELL,Sí,Large Cap (Mega),Sobrevalorada
DAL,Delta Air Lines,Passenger Airlines,89.35,14.817578,0.0087,6.03,55.03,95.68,58758619136.0,7506999808.0,0.86046565,2.6789193,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DAL,Sí,Large Cap,Subvalorada
DVN,Devon Energy,Oil & Gas Exploration & Production,45.85,9.967391,0.0279,4.6,31.47,52.71,50434998272.0,8924000256.0,2.6854267,1.2629114,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVN,Sí,Large Cap,Subvalorada
DXCM,Dexcom,Health Care Equipment,89.75,35.474308,0.0,2.53,54.11,91.96,33868128256.0,1403200000.0,6.8156095,12.921105,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DXCM,No,Large Cap,Sobrevalorada
FANG,Diamondback Energy,Oil & Gas Exploration & Production,202.47,38.639317,0.0217,5.24,134.3,214.51,56957505536.0,11779999744.0,3.5055087,1.4988563,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FANG,Sí,Large Cap,Sobrevalorada
DLR,Digital Realty,Data Center REITs,200.15,256.60257,0.0244,0.78,146.23,208.14,75396743168.0,3210312960.0,11.158257,2.7733898,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLR,Sí,Large Cap,Sobrevalorada
DG,Dollar General,Consumer Staples Merchandise Retail,123.28,17.461756,0.0191,7.06,95.11,158.23,27193921536.0,3387527936.0,0.63131046,3.075081,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG,Sí,Large Cap,Neutral
DLTR,Dollar Tree,Consumer Staples Merchandise Retail,129.39,20.802252,0.0,6.22,84.71,142.4,24865470464.0,2405299968.0,1.2591451,7.1352153,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DLTR,No,Large Cap,Neutral
D,Dominion Energy,Multi-Utilities,68.77,23.795845,0.0388,2.89,55.85,72.99,60484997120.0,8341000192.0,3.3382084,2.1666665,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=D,Sí,Large Cap,Neutral
DPZ,Domino's,Restaurants,346.27,19.640953,0.023,17.63,282.0,469.0,11455212544.0,1023513984.0,2.278368,-2.8753278,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DPZ,Sí,Large Cap,Neutral
DOV,Dover Corporation,Industrial Machinery & Supplies & Components,207.07,25.069008,0.0101,8.26,158.97,237.54,27888234496.0,1908990976.0,3.31192,3.6199784,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV,Sí,Large Cap,Neutral
DOW,Dow Inc.,Commodity Chemicals,31.07,,0.0451,-1.83,20.65,42.74,22443126784.0,3963000064.0,0.54316723,1.415103,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOW,Sí,Large Cap,Sin P/E (Pérdidas)
DTE,DTE Energy,Multi-Utilities,140.84,22.28481,0.0331,6.32,126.23,155.75,29307121664.0,3616999936.0,1.7799648,2.4123046,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DTE,Sí,Large Cap,Neutral
DUK,Duke Energy,Electric Utilities,123.92,18.662651,0.035,6.64,113.9,134.49,96620699648.0,16616999936.0,2.9454837,1.7973486,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DUK,Sí,Large Cap,Neutral
DD,DuPont,Specialty Chemicals,146.26,62.772533,0.0164,2.33,91.38075,157.98,19747938304.0,1583000064.0,2.8259785,1.4344419,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DD,Sí,Large Cap,Sobrevalorada
EMN,Eastman Chemical Company,Specialty Chemicals,74.07,19.289062,0.0454,3.84,56.11,83.47,8468172800.0,1392999936.0,0.9552366,1.3891338,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMN,Sí,Mid Cap,Neutral
ETN,Eaton Corporation,Electrical Components & Equipment,451.51,46.07245,0.0097,9.8,311.92,478.0,175321333760.0,6639000064.0,5.838984,8.658408,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETN,Sí,Large Cap,Sobrevalorada
EBAY,eBay,Broadline Retail,103.14,21.62264,0.0119,4.77,78.03,119.31,45897297920.0,3096000000.0,3.8222268,9.838787,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EBAY,Sí,Large Cap,Neutral
ECL,Ecolab,Specialty Chemicals,276.11,37.061745,0.0106,7.45,243.15,309.27,77401530368.0,4135699968.0,4.595608,7.697519,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ECL,Sí,Large Cap,Sobrevalorada
EIX,Edison International,Electric Utilities,71.41,7.369454,0.0492,9.69,52.0,81.62,27479568384.0,8929999872.0,1.4147953,1.5750238,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EIX,Sí,Large Cap,Subvalorada
EW,Edwards Lifesciences,Health Care Equipment,91.6,54.52381,0.0,1.68,72.3,96.29,52743278592.0,1996800000.0,8.099025,4.9742055,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EW,No,Large Cap,Sobrevalorada
EA,Electronic Arts,Interactive Home Entertainment,209.7,59.743587,3.6e-05,3.51,164.5,210.2,52925640704.0,1726000000.0,6.745557,7.7727118,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EA,Sí,Large Cap,Sobrevalorada
ELV,Elevance Health,Managed Health Care,400.32,17.697613,0.0172,22.62,274.84,436.24,86817120256.0,8323999744.0,0.43168116,1.934044,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELV,Sí,Large Cap,Neutral
EMR,Emerson Electric,Electrical Components & Equipment,163.17,35.704594,0.0136,4.57,122.64,166.35,91391508480.0,6057999872.0,4.9040303,4.4661283,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EMR,Sí,Large Cap,Sobrevalorada
ENPH,Enphase Energy,Semiconductor Materials & Equipment,40.48,40.07921,0.0,1.01,25.78,73.74,5335192064.0,191792000.0,4.015946,4.525939,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ENPH,No,Mid Cap,Sobrevalorada
ETR,Entergy,Electric Utilities,107.84,27.58056,0.0239,3.91,86.4,118.45,50321539072.0,5538091008.0,3.7324352,2.7605274,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR,Sí,Large Cap,Neutral
EOG,EOG Resources,Oil & Gas Exploration & Production,142.61,11.098054,0.0286,12.85,101.59,151.87,75958157312.0,14494999552.0,2.842639,2.4678135,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EOG,Sí,Large Cap,Subvalorada
EPAM,EPAM Systems,IT Consulting & Other Services,100.5,13.636364,0.0,7.37,73.06,222.53,5184491520.0,753348992.0,0.92304134,1.4733478,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EPAM,No,Mid Cap,Subvalorada
EQT,EQT Corporation,Oil & Gas Exploration & Production,54.42,12.62645,0.0122,4.31,47.94,68.24,34040582144.0,6995361792.0,3.6626725,1.3476634,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQT,Sí,Large Cap,Subvalorada
EFX,Equifax,Research & Consulting Services,180.85,31.728073,0.0124,5.7,150.75,271.84,21247143936.0,1924300032.0,3.2969422,4.8554244,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX,Sí,Large Cap,Sobrevalorada
EQIX,Equinix,Data Center REITs,1102.1,70.920204,0.0187,15.54,720.62,1128.68,108746063872.0,4540000256.0,10.980015,7.5612144,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQIX,Sí,Large Cap,Sobrevalorada
EQR,Equity Residential,Multi-Family Residential REITs,65.97,28.68261,0.0426,2.3,57.57,71.5,25502982144.0,1890653056.0,8.149957,2.3559031,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EQR,Sí,Large Cap,Neutral
ERIE,Erie Indemnity,Insurance Brokers,255.99,23.25068,0.0229,11.01,204.63,368.8,13385683968.0,834972032.0,3.249371,5.425701,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ERIE,Sí,Large Cap,Neutral
ESS,Essex Property Trust,Multi-Family Residential REITs,287.52,44.85491,0.036,6.41,238.46,303.35,19817658368.0,1230545024.0,10.004997,3.4713738,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ESS,Sí,Large Cap,Sobrevalorada
EL,Estée Lauder Companies (The),Personal Care Products,86.1,,0.016,-0.7,66.22,121.64,31150540800.0,2350000128.0,2.1000836,7.801033,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EL,Sí,Large Cap,Sin P/E (Pérdidas)
EG,Everest Group,Reinsurance,370.11,7.818124,0.0216,47.34,302.44,401.07,14191029248.0,,0.843449,0.92827326,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EG,Sí,Large Cap,Subvalorada
EVRG,Evergy,Electric Utilities,84.03,21.38168,0.0333,3.93,70.42,88.62,19374559232.0,2840399872.0,3.1793368,1.8951285,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EVRG,Sí,Large Cap,Neutral
ES,Eversource Energy,Electric Utilities,72.36,15.494647,0.0435,4.67,61.53,76.57,27213152256.0,4933026816.0,1.9440225,1.6677039,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ES,Sí,Large Cap,Neutral
EXC,Exelon,Electric Utilities,45.86,16.860294,0.0368,2.72,42.58,50.65,47247446016.0,8354999808.0,1.8655708,1.5940216,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC,Sí,Large Cap,Neutral
EXPE,Expedia Group,"Hotels, Resorts & Cruise Lines",332.69,20.9239,0.0058,15.9,185.34,333.24,39929237504.0,2889999872.0,2.5432637,33.02134,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPE,Sí,Large Cap,Neutral
EXPD,Expeditors International,Air Freight & Logistics,186.12,27.091703,0.0087,6.87,112.95,189.87,24193853440.0,1263714048.0,2.0101237,11.421908,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXPD,Sí,Large Cap,Neutral
EXR,Extra Space Storage,Self-Storage REITs,147.9,97.947014,0.0438,1.51,125.71,158.88,32641904640.0,2310663936.0,9.296735,2.3568969,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXR,Sí,Large Cap,Sobrevalorada
XOM,ExxonMobil,Integrated Oil & Gas,160.1,20.631443,0.0257,7.76,105.67,176.41,658317115392.0,67937001472.0,1.82329,2.5380468,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XOM,Sí,Large Cap (Mega),Neutral
FFIV,"F5, Inc.",Communications Equipment,403.2,32.178772,0.0,12.53,223.76,435.0,22832080896.0,923304000.0,6.899302,5.942433,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV,No,Large Cap,Sobrevalorada
FDS,FactSet,Financial Exchanges & Data,283.49,18.68754,0.0164,15.17,185.0,387.75,10082476032.0,932542016.0,4.1347737,4.9906693,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDS,Sí,Large Cap,Neutral
FICO,Fair Isaac,Application Software,1085.78,31.444544,0.0,34.53,870.01,1998.01,23450281984.0,1263363968.0,9.797179,-5.7233977,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FICO,No,Large Cap,Sobrevalorada
FAST,Fastenal,Trading Companies & Distributors,51.02,43.60684,0.0187,1.17,38.97,52.92,58545328128.0,1954700032.0,6.6913533,14.388043,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST,Sí,Large Cap,Sobrevalorada
FRT,Federal Realty Investment Trust,Retail REITs,118.39,23.917173,0.039,4.95,90.03,128.21,10290269184.0,837700992.0,7.7056255,3.209706,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FRT,Sí,Large Cap,Neutral
FDX,FedEx,Air Freight & Logistics,334.64,18.049622,0.0144,18.54,178.33199,345.37,79169527808.0,11843999744.0,0.83582693,2.5377855,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX,Sí,Large Cap,Neutral
FIS,Fidelity National Information Services,Transaction & Payment Processing Services,42.92,6.5929337,0.041,6.51,37.42,71.9,22184452096.0,3524000000.0,1.8183978,1.3888619,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FIS,Sí,Large Cap,Subvalorada
FITB,Fifth Third Bancorp,Regional Banks,58.06,19.548822,0.0276,2.97,40.05,59.5,52635627520.0,,5.21403,1.6295714,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FITB,Sí,Large Cap,Neutral
FSLR,First Solar,Semiconductors,225.56,23.039837,0.0,9.79,182.99,320.95,24240885760.0,2385900032.0,4.507357,2.348825,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FSLR,No,Large Cap,Neutral
FE,FirstEnergy,Electric Utilities,47.41,25.352942,0.0392,1.87,42.73,52.34,27423422464.0,5422000128.0,1.7538643,2.1208732,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE,Sí,Large Cap,Neutral
FMC,FMC Corporation,Fertilizers & Agricultural Chemicals,10.15,,0.0315,-21.49,9.95,40.84,1271052416.0,269300000.0,0.3909487,0.7765282,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC,Sí,Small Cap,Sin P/E (Pérdidas)
F,Ford Motor Company,Automobile Manufacturers,14.37,,0.0418,-1.87,11.11,17.78,57301749760.0,7642999808.0,0.30484033,1.6041527,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=F,Sí,Large Cap,Sin P/E (Pérdidas)
FTNT,Fortinet,Systems Software,160.01,56.540634,0.0,2.83,73.55,172.09,117401518080.0,2595800064.0,15.596557,75.69063,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTNT,No,Large Cap,Sobrevalorada
FTV,Fortive,Industrial Machinery & Supplies & Components,61.62,32.603176,0.0039,1.89,46.54,64.56,18785536000.0,1234599936.0,4.3527355,3.0766926,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FTV,Sí,Large Cap,Sobrevalorada
FOXA,Fox Corporation (Class A),Broadcasting,69.04,17.979168,0.0084,3.84,48.34,76.39,28972646400.0,3881999872.0,1.6917347,2.4912498,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOXA,Sí,Large Cap,Neutral
FOX,Fox Corporation (Class B),Broadcasting,61.41,15.9921875,0.0094,3.84,44.08,68.175,25770715136.0,3881999872.0,1.5047715,2.2159276,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FOX,Sí,Large Cap,Neutral
BEN,Franklin Resources,Asset Management & Custody Banks,33.86,23.034014,0.039,1.47,21.11,36.28,17203484672.0,1799100032.0,1.8450558,1.463963,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BEN,Sí,Large Cap,Neutral
FCX,Freeport-McMoRan,Copper,66.49,32.593136,0.009,2.04,35.15,72.28,93085999104.0,9553999872.0,3.5985003,4.748268,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FCX,Sí,Large Cap,Sobrevalorada
GRMN,Garmin,Consumer Electronics,310.2,32.045456,0.0135,9.68,186.67,314.28,59823996928.0,2311467008.0,7.798277,6.627639,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN,Sí,Large Cap,Sobrevalorada
IT,Gartner,IT Consulting & Other Services,181.09,16.285072,0.0,11.12,124.25,265.85,11435648000.0,1383901056.0,1.769231,-69.70361,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT,No,Large Cap,Neutral
GE,GE Aerospace,Aerospace & Defense,368.38,43.492325,0.0052,8.47,263.8,388.84,382217289728.0,11482999808.0,7.547884,21.668139,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GE,Sí,Large Cap (Mega),Sobrevalorada
GEHC,GE HealthCare,Health Care Equipment,73.69,16.979263,0.0019,4.34,58.75,89.77,33520975872.0,3592999936.0,1.5762708,3.03276,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEHC,Sí,Large Cap,Neutral
GEV,GE Vernova,Heavy Electrical Equipment,1063.25,30.491827,0.0019,34.87,530.16,1195.94,283179188224.0,3927000064.0,6.845534,23.683039,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEV,Sí,Large Cap (Mega),Sobrevalorada
GEN,Gen Digital,Systems Software,28.48,16.65497,0.0176,1.71,17.78,31.88,17047757824.0,2409999872.0,3.3565185,6.4230943,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GEN,Sí,Large Cap,Neutral
GNRC,Generac,Electrical Components & Equipment,219.3,50.529953,0.0,4.34,134.8,296.44,12939936768.0,636244992.0,2.915233,4.496709,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GNRC,No,Large Cap,Sobrevalorada
GD,General Dynamics,Aerospace & Defense,395.78,24.147652,0.0161,16.39,306.77,400.0,107081121792.0,6632999936.0,1.9518623,3.9856997,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD,Sí,Large Cap,Neutral
GIS,General Mills,Packaged Foods & Meats,39.2,,0.0622,-0.16,31.75,51.33,20957474816.0,3449600000.0,1.1374724,3.7859764,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS,Sí,Large Cap,Sin P/E (Pérdidas)
GM,General Motors,Automobile Manufacturers,86.77,38.736607,0.0083,2.24,54.33,91.85,78479253504.0,16462000128.0,0.42300493,1.2273679,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM,Sí,Large Cap,Sobrevalorada
GPC,Genuine Parts Company,Distributors,135.03,519.3462,0.0315,0.26,90.78,151.57,18615203840.0,2052585984.0,0.7424835,4.1128807,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPC,Sí,Large Cap,Sobrevalorada
